probe_cc,test_type,measurement_date,probe_asn,url_category,measurement_outcome,dns_mismatch_score,http_body_length_diff,tcp_connect_ms,resolver_match,header_mismatch
EG,http_header_field_manipulation,2023-03-09 23:51:04.212842,AS25294,SRCH,ok,0.0652,0.7883,27.85,1,0
TR,web_connectivity,2023-03-10 04:13:29.441888,AS55374,REL,anomaly,0.2159,0.4084,141.35,0,1
IN,tcp_connect,2023-03-10 08:35:54.670934,AS2592,LGBT,ok,0.0746,0.4914,305.07,1,0
KZ,http_header_field_manipulation,2023-03-10 12:58:19.899980,AS2182,ANON,ok,0.0017,0.9046,89.31,1,0
PK,web_connectivity,2023-03-10 17:20:45.129025,AS33842,ANON,ok,0.1694,0.3134,374.79,1,0
RU,dns_consistency,2023-03-10 21:43:10.358071,AS2592,ANON,anomaly,0.3351,1.7366,16.92,1,0
MM,web_connectivity,2023-03-11 02:05:35.587117,AS41085,HUMR,ok,0.0066,1.2596,273.75,1,0
FR,web_connectivity,2023-03-11 06:28:00.816163,AS42135,HUMR,ok,0.0527,0.4414,403.16,1,0
TH,web_connectivity,2023-03-11 10:50:26.045209,AS32671,NEWS,ok,0.0072,0.2402,94.28,1,0
BY,dns_consistency,2023-03-11 15:12:51.274254,AS32671,NEWS,ok,0.0798,0.0908,67.19,1,0
NG,web_connectivity,2023-03-11 19:35:16.503300,AS2182,LGBT,ok,0.3675,0.1302,28.91,1,1
CN,web_connectivity,2023-03-11 23:57:41.732346,AS52615,POLR,ok,0.0324,0.4803,83.38,1,0
VN,web_connectivity,2023-03-12 04:20:06.961392,AS20553,LGBT,ok,0.0709,2.3631,126.69,1,0
VN,web_connectivity,2023-03-12 08:42:32.190438,AS4099,SRCH,confirmed,0.6898,0.7128,51.75,0,1
TR,web_connectivity,2023-03-12 13:04:57.419483,AS42772,NEWS,ok,0.0349,1.0015,193.49,1,0
CN,http_header_field_manipulation,2023-03-12 17:27:22.648529,AS7926,COMT,anomaly,0.915,0.0366,122.86,1,1
IN,http_header_field_manipulation,2023-03-12 21:49:47.877575,AS25581,COMT,ok,0.0127,0.6955,39.36,1,0
NG,facebook_messenger,2023-03-13 02:12:13.106621,AS54883,COMM,confirmed,0.4336,0.0733,166.61,0,1
TR,web_connectivity,2023-03-13 06:34:38.335667,AS36237,LGBT,ok,0.0079,0.7888,143.48,1,0
BR,whatsapp,2023-03-13 10:57:03.564712,AS24775,COMT,ok,0.325,0.4077,85.82,1,0
KZ,web_connectivity,2023-03-13 15:19:28.793758,AS58653,REL,ok,0.0237,0.5968,43.91,1,0
TR,web_connectivity,2023-03-13 19:41:54.022804,AS55961,ANON,ok,0.0372,0.6879,63.87,1,0
ID,web_connectivity,2023-03-14 00:04:19.251850,AS13266,SRCH,confirmed,0.2121,0.6146,67.87,1,1
DE,web_connectivity,2023-03-14 04:26:44.480896,AS33842,ECON,ok,0.253,1.0557,5.0,1,0
IR,dns_consistency,2023-03-14 08:49:09.709941,AS9939,COMT,anomaly,0.3086,0.6081,583.23,1,0
RU,tcp_connect,2023-03-14 13:11:34.938987,AS15539,ANON,ok,0.1135,0.0719,153.32,1,0
TR,whatsapp,2023-03-14 17:34:00.168033,AS15631,LGBT,anomaly,0.3988,1.5307,26.24,0,0
CN,facebook_messenger,2023-03-14 21:56:25.397079,AS49724,COMT,ok,0.3664,1.2063,119.03,1,0
BY,tcp_connect,2023-03-15 02:18:50.626125,AS23227,POLR,ok,0.1765,0.2944,277.28,1,0
EG,http_header_field_manipulation,2023-03-15 06:41:15.855171,AS33842,SRCH,ok,,0.0794,5.0,1,0
KZ,dns_consistency,2023-03-15 11:03:41.084216,AS28647,REL,ok,0.0345,1.051,,1,0
BR,whatsapp,2023-03-15 15:26:06.313262,AS25581,SRCH,ok,0.0433,1.334,344.0,1,0
DE,tcp_connect,2023-03-15 19:48:31.542308,AS19111,REL,ok,0.1548,0.3963,5.0,0,0
CN,web_connectivity,2023-03-16 00:10:56.771354,AS2072,COMT,ok,0.0861,0.02,113.0,1,0
BR,http_header_field_manipulation,2023-03-16 04:33:22.000400,AS50319,REL,ok,0.2977,0.5153,110.7,1,0
NG,web_connectivity,2023-03-16 08:55:47.229445,AS55961,ECON,ok,0.0024,0.886,486.92,1,0
IN,dns_consistency,2023-03-16 13:18:12.458491,AS29338,REL,anomaly,0.3392,0.6606,33.91,0,1
TH,telegram,2023-03-16 17:40:37.687537,AS55374,COMT,anomaly,0.8054,0.3452,467.22,0,1
NG,http_header_field_manipulation,2023-03-16 22:03:02.916583,AS2072,REL,confirmed,0.3929,0.2289,40.78,1,1
BY,telegram,2023-03-17 02:25:28.145629,AS20553,COMM,ok,0.0524,0.5078,19.71,1,0
NG,whatsapp,2023-03-17 06:47:53.374674,AS2175,COMM,ok,0.122,1.6027,46.89,1,0
TR,web_connectivity,2023-03-17 11:10:18.603720,AS36237,LGBT,ok,0.0632,0.5707,18.66,1,0
EG,web_connectivity,2023-03-17 15:32:43.832766,AS46987,NEWS,ok,0.0911,0.4988,668.96,1,0
CN,web_connectivity,2023-03-17 19:55:09.061812,AS45204,COMM,anomaly,0.3115,0.747,418.24,1,0
BR,whatsapp,2023-03-18 00:17:34.290858,AS18345,COMT,ok,0.0576,0.489,20.17,1,0
IN,web_connectivity,2023-03-18 04:39:59.519903,AS2182,REL,ok,0.2293,0.8286,93.6,1,0
IR,http_header_field_manipulation,2023-03-18 09:02:24.748949,AS2175,NEWS,ok,0.0605,0.7905,5.0,1,0
IN,dns_consistency,2023-03-18 13:24:49.977995,AS2072,REL,ok,0.1737,0.2399,36.05,1,0
TR,tcp_connect,2023-03-18 17:47:15.207041,AS26441,COMM,confirmed,0.8952,0.0835,135.55,1,1
IR,web_connectivity,2023-03-18 22:09:40.436087,AS53867,COMM,confirmed,0.5183,0.346,254.12,1,1
BY,web_connectivity,2023-03-19 02:32:05.665133,AS25581,POLR,ok,0.1586,0.2258,123.25,1,0
US,web_connectivity,2023-03-19 06:54:30.894178,AS4099,NEWS,ok,0.1251,1.3695,27.71,1,0
TR,dns_consistency,2023-03-19 11:16:56.123224,AS46987,COMM,ok,0.1552,0.1586,191.16,1,0
US,web_connectivity,2023-03-19 15:39:21.352270,AS8947,ECON,ok,0.0589,1.1413,272.29,1,0
PK,tcp_connect,2023-03-19 20:01:46.581316,AS58653,COMT,ok,0.2463,0.1461,67.1,1,0
RU,web_connectivity,2023-03-20 00:24:11.810362,AS55961,SRCH,ok,0.3291,1.2225,42.06,1,0
US,http_header_field_manipulation,2023-03-20 04:46:37.039407,AS58569,COMM,ok,0.1627,1.1834,41.12,1,1
DE,facebook_messenger,2023-03-20 09:09:02.268453,AS58842,REL,anomaly,0.5358,0.2171,161.46,0,1
KZ,http_header_field_manipulation,2023-03-20 13:31:27.497499,AS6970,COMT,ok,0.0146,0.6076,315.26,1,0
BR,web_connectivity,2023-03-20 17:53:52.726545,AS13266,ANON,ok,,0.72,281.27,1,0
IR,whatsapp,2023-03-20 22:16:17.955591,AS20553,LGBT,anomaly,0.6619,0.1322,199.75,1,1
IN,web_connectivity,2023-03-21 02:38:43.184636,AS28910,LGBT,ok,0.0883,0.1406,68.14,1,0
NG,web_connectivity,2023-03-21 07:01:08.413682,AS29338,LGBT,ok,0.0475,0.8324,43.01,1,0
RU,web_connectivity,2023-03-21 11:23:33.642728,AS53867,HUMR,ok,0.0723,0.0914,131.97,1,1
KZ,web_connectivity,2023-03-21 15:45:58.871774,AS54883,ECON,ok,0.0802,1.5734,159.96,1,0
RU,http_header_field_manipulation,2023-03-21 20:08:24.100820,AS2175,ECON,ok,0.1093,1.4704,286.62,1,0
RU,dns_consistency,2023-03-22 00:30:49.329865,AS49977,COMM,confirmed,0.8199,0.5804,201.03,0,0
RU,web_connectivity,2023-03-22 04:53:14.558911,AS52615,COMT,anomaly,0.6344,0.7654,436.45,1,1
VN,web_connectivity,2023-03-22 09:15:39.787957,AS33842,COMM,ok,0.0663,0.772,15.24,1,0
DE,web_connectivity,2023-03-22 13:38:05.017003,AS28910,ECON,ok,0.1636,0.0528,304.63,1,0
IR,web_connectivity,2023-03-22 18:00:30.246049,AS20553,COMT,failure,0.4635,0.9043,2121.7,0,0
AZ,web_connectivity,2023-03-22 22:22:55.475095,AS11241,REL,ok,0.0983,1.1561,272.44,1,0
CN,web_connectivity,2023-03-23 02:45:20.704140,AS4099,COMT,anomaly,0.6912,2.0597,24.41,0,0
TR,http_header_field_manipulation,2023-03-23 07:07:45.933186,AS23227,ANON,ok,0.1082,1.2777,338.41,1,0
IR,http_header_field_manipulation,2023-03-23 11:30:11.162232,AS15539,LGBT,ok,0.2578,0.5289,136.31,1,0
UZ,web_connectivity,2023-03-23 15:52:36.391278,AS29606,ANON,ok,0.0366,0.6126,54.04,1,0
PK,facebook_messenger,2023-03-23 20:15:01.620324,AS15631,NEWS,ok,0.004,0.5249,72.6,0,0
EG,web_connectivity,2023-03-24 00:37:26.849369,AS6146,ANON,ok,0.0432,0.1579,22.74,1,0
RU,http_header_field_manipulation,2023-03-24 04:59:52.078415,AS49977,SRCH,ok,0.0148,0.2082,32.99,1,0
US,web_connectivity,2023-03-24 09:22:17.307461,AS54883,REL,ok,0.1197,1.1469,28.99,1,0
BR,http_header_field_manipulation,2023-03-24 13:44:42.536507,AS22453,REL,ok,0.1754,0.2463,160.8,1,0
IN,dns_consistency,2023-03-24 18:07:07.765553,AS9939,ECON,ok,0.001,0.3027,114.33,1,0
TR,dns_consistency,2023-03-24 22:29:32.994598,AS35011,POLR,anomaly,0.587,1.1209,352.98,0,1
AZ,web_connectivity,2023-03-25 02:51:58.223644,AS58945,COMT,ok,0.0014,1.4761,127.15,1,0
RU,web_connectivity,2023-03-25 07:14:23.452690,AS49977,COMT,anomaly,0.6386,1.2357,164.97,1,0
NG,tcp_connect,2023-03-25 11:36:48.681736,AS1588,REL,ok,0.0354,0.0887,201.61,1,0
IN,tcp_connect,2023-03-25 15:59:13.910782,AS58569,NEWS,ok,0.0729,0.2504,,1,0
VN,web_connectivity,2023-03-25 20:21:39.139827,AS52615,ANON,ok,0.0013,0.1825,213.43,1,0
CN,web_connectivity,2023-03-26 00:44:04.368873,AS59099,ANON,confirmed,0.2672,0.0754,6.91,0,1
CN,web_connectivity,2023-03-26 05:06:29.597919,AS24775,COMM,anomaly,0.844,0.7621,48.89,1,0
BR,web_connectivity,2023-03-26 09:28:54.826965,AS15631,COMT,ok,0.0088,0.511,71.4,1,0
FR,web_connectivity,2023-03-26 13:51:20.056011,AS49724,COMM,ok,0.2845,0.9565,58.55,1,0
FR,web_connectivity,2023-03-26 18:13:45.285057,AS13761,SRCH,ok,0.0613,0.2019,368.52,1,0
CN,tcp_connect,2023-03-26 22:36:10.514102,AS55374,LGBT,confirmed,0.5843,0.1884,67.75,0,1
IR,dns_consistency,2023-03-27 02:58:35.743148,AS2072,REL,ok,0.3093,1.1808,66.14,1,0
BR,tcp_connect,2023-03-27 07:21:00.972194,AS25294,HUMR,ok,0.0036,0.1384,185.5,1,0
IN,tcp_connect,2023-03-27 11:43:26.201240,AS39530,SRCH,ok,0.0935,0.5814,23.31,1,0
PK,dns_consistency,2023-03-27 16:05:51.430286,AS34008,ECON,ok,0.0928,0.1882,169.49,1,0
US,dns_consistency,2023-03-27 20:28:16.659331,AS55874,SRCH,confirmed,0.4716,0.1804,50.6,0,1
US,telegram,2023-03-28 00:50:41.888377,AS22453,LGBT,ok,0.1742,0.2502,65.65,1,0
NG,dns_consistency,2023-03-28 05:13:07.117423,AS33842,POLR,ok,0.3125,2.8115,,1,0
IR,dns_consistency,2023-03-28 09:35:32.346469,AS49724,POLR,anomaly,0.6418,1.727,71.33,0,1
VN,whatsapp,2023-03-28 13:57:57.575515,AS50368,HUMR,anomaly,0.4612,0.1781,328.95,0,1
DE,web_connectivity,2023-03-28 18:20:22.804560,AS50319,POLR,ok,0.121,1.1809,34.59,1,1
BY,http_header_field_manipulation,2023-03-28 22:42:48.033606,AS51222,LGBT,anomaly,0.6437,0.049,17.47,0,1
IR,web_connectivity,2023-03-29 03:05:13.262652,AS32635,ECON,anomaly,0.3869,1.5132,153.12,0,0
TR,tcp_connect,2023-03-29 07:27:38.491698,AS17131,LGBT,ok,0.3194,1.997,39.35,1,0
ID,tcp_connect,2023-03-29 11:50:03.720744,AS55961,ECON,ok,0.0416,0.7496,171.31,1,0
BR,dns_consistency,2023-03-29 16:12:28.949789,AS42135,COMM,ok,0.0209,1.2526,104.53,1,0
UZ,http_header_field_manipulation,2023-03-29 20:34:54.178835,AS26441,LGBT,ok,0.039,0.1048,420.61,1,0
VN,tcp_connect,2023-03-30 00:57:19.407881,AS59099,REL,ok,0.012,0.0452,70.99,1,0
UZ,dns_consistency,2023-03-30 05:19:44.636927,AS58842,COMT,ok,0.1706,0.2747,258.24,1,0
TR,telegram,2023-03-30 09:42:09.865973,AS49977,NEWS,ok,0.1217,0.9483,175.76,0,1
RU,web_connectivity,2023-03-30 14:04:35.095019,AS19698,ECON,anomaly,0.6605,0.6715,24.18,1,0
MM,telegram,2023-03-30 18:27:00.324064,AS9939,NEWS,anomaly,0.5538,0.0492,135.52,0,1
MM,dns_consistency,2023-03-30 22:49:25.553110,AS20553,SRCH,ok,0.1025,0.1389,120.45,1,0
NG,web_connectivity,2023-03-31 03:11:50.782156,AS13761,LGBT,ok,0.2601,1.3698,483.03,1,0
BR,web_connectivity,2023-03-31 07:34:16.011202,AS10526,ECON,ok,0.035,0.0245,77.26,1,0
UZ,web_connectivity,2023-03-31 11:56:41.240248,AS58653,SRCH,ok,0.0015,0.0468,106.67,1,0
IR,whatsapp,2023-03-31 16:19:06.469293,AS13761,REL,ok,0.0042,1.0359,118.67,1,0
NG,web_connectivity,2023-03-31 20:41:31.698339,AS35011,ECON,ok,0.0593,0.1219,137.8,1,0
RU,web_connectivity,2023-04-01 01:03:56.927385,AS39530,ANON,ok,0.0918,0.0557,92.16,1,0
IR,dns_consistency,2023-04-01 05:26:22.156431,AS10526,COMT,anomaly,0.5951,1.1322,52.63,1,1
DE,web_connectivity,2023-04-01 09:48:47.385477,AS20553,HUMR,confirmed,0.5326,0.0772,179.28,1,1
BY,dns_consistency,2023-04-01 14:11:12.614522,AS41628,COMT,ok,0.111,0.5647,8.38,1,0
EG,web_connectivity,2023-04-01 18:33:37.843568,AS10526,COMT,ok,0.0463,1.2405,5.0,1,0
FR,telegram,2023-04-01 22:56:03.072614,AS7926,HUMR,ok,0.2089,1.0195,246.79,1,0
RU,dns_consistency,2023-04-02 03:18:28.301660,AS2072,COMM,ok,0.1,0.5994,294.2,1,0
IN,whatsapp,2023-04-02 07:40:53.530706,AS32635,COMT,ok,0.0171,1.5381,143.45,1,0
IR,http_header_field_manipulation,2023-04-02 12:03:18.759751,AS49977,COMM,ok,0.1017,1.7617,52.17,1,0
RU,web_connectivity,2023-04-02 16:25:43.988797,AS8947,SRCH,confirmed,0.737,0.1495,115.2,1,1
CN,whatsapp,2023-04-02 20:48:09.217843,AS41369,POLR,ok,0.1088,0.327,25.59,1,1
CN,web_connectivity,2023-04-03 01:10:34.446889,AS41369,POLR,failure,0.7156,1.7856,231.16,1,1
IN,web_connectivity,2023-04-03 05:32:59.675935,AS4899,COMT,anomaly,0.851,0.8314,15.79,0,0
IR,web_connectivity,2023-04-03 09:55:24.904981,AS11241,LGBT,anomaly,0.8478,0.4475,16.94,0,1
DE,dns_consistency,2023-04-03 14:17:50.134026,AS41628,ECON,ok,0.0129,0.8089,22.55,1,0
UZ,web_connectivity,2023-04-03 18:40:15.363072,AS18345,COMT,ok,0.0564,1.0042,276.96,1,0
PK,tcp_connect,2023-04-03 23:02:40.592118,AS52615,ECON,ok,0.2508,0.7825,5.0,1,0
BY,telegram,2023-04-04 03:25:05.821164,AS22895,SRCH,ok,0.1861,0.2464,5.0,1,0
MM,http_header_field_manipulation,2023-04-04 07:47:31.050210,AS19111,POLR,ok,0.1465,0.5511,31.6,1,0
IN,web_connectivity,2023-04-04 12:09:56.279255,AS32671,ECON,anomaly,0.8229,0.2085,81.02,0,1
EG,http_header_field_manipulation,2023-04-04 16:32:21.508301,AS32671,HUMR,ok,,1.6711,9.96,1,0
PK,whatsapp,2023-04-04 20:54:46.737347,AS6970,NEWS,ok,0.0102,1.1721,69.8,0,1
CN,web_connectivity,2023-04-05 01:17:11.966393,AS15631,LGBT,confirmed,0.1976,0.1048,135.98,0,0
AZ,web_connectivity,2023-04-05 05:39:37.195439,AS33842,COMT,confirmed,0.8293,0.6772,101.52,0,1
DE,web_connectivity,2023-04-05 10:02:02.424484,AS26441,LGBT,ok,0.0164,2.0264,167.41,1,0
RU,dns_consistency,2023-04-05 14:24:27.653530,AS49977,COMT,failure,0.4538,0.6849,256.46,0,0
NG,tcp_connect,2023-04-05 18:46:52.882576,AS45204,COMT,ok,0.081,0.8625,5.0,1,0
VN,http_header_field_manipulation,2023-04-05 23:09:18.111622,AS2175,NEWS,ok,0.0532,0.8226,149.9,1,0
BR,dns_consistency,2023-04-06 03:31:43.340668,AS49977,SRCH,anomaly,0.5814,0.6084,27.79,1,1
CN,tcp_connect,2023-04-06 07:54:08.569713,AS29606,ECON,confirmed,0.589,0.4498,35.03,0,1
DE,http_header_field_manipulation,2023-04-06 12:16:33.798759,AS19698,COMT,ok,0.0194,2.2922,,1,1
IN,http_header_field_manipulation,2023-04-06 16:38:59.027805,AS51947,COMT,confirmed,0.7527,0.4831,25.13,0,0
FR,web_connectivity,2023-04-06 21:01:24.256851,AS50368,NEWS,ok,0.1129,0.05,216.82,1,0
BY,web_connectivity,2023-04-07 01:23:49.485897,AS15061,COMT,ok,0.161,0.9191,79.35,1,0
PK,web_connectivity,2023-04-07 05:46:14.714942,AS9939,REL,anomaly,0.7618,1.1032,285.72,0,1
IR,tcp_connect,2023-04-07 10:08:39.943988,AS26441,SRCH,confirmed,0.6968,0.0352,297.98,1,1
TR,tcp_connect,2023-04-07 14:31:05.173034,AS45204,COMM,ok,0.0288,0.1567,137.4,1,0
IN,web_connectivity,2023-04-07 18:53:30.402080,AS2072,SRCH,ok,0.1451,0.4822,70.35,1,0
US,web_connectivity,2023-04-07 23:15:55.631126,AS17131,ANON,anomaly,0.6132,0.1688,368.4,1,0
RU,tcp_connect,2023-04-08 03:38:20.860172,AS25884,NEWS,anomaly,0.2017,0.2396,204.09,1,1
BR,web_connectivity,2023-04-08 08:00:46.089217,AS19698,HUMR,ok,0.0089,0.1209,404.66,1,0
TR,web_connectivity,2023-04-08 12:23:11.318263,AS47656,ECON,ok,0.1034,0.0944,408.29,1,0
BR,web_connectivity,2023-04-08 16:45:36.547309,AS46987,HUMR,ok,0.0456,1.9721,78.06,1,1
RU,web_connectivity,2023-04-08 21:08:01.776355,AS2592,REL,ok,0.0156,0.0927,28.63,1,1
TR,web_connectivity,2023-04-09 01:30:27.005401,AS57909,SRCH,ok,0.1967,0.8305,105.23,1,0
PK,web_connectivity,2023-04-09 05:52:52.234446,AS55874,POLR,ok,0.0364,0.011,16.48,1,0
US,http_header_field_manipulation,2023-04-09 10:15:17.463492,AS20553,POLR,ok,0.0517,1.7742,76.92,1,0
MM,facebook_messenger,2023-04-09 14:37:42.692538,AS41369,ECON,ok,0.0761,1.1987,128.48,1,0
VN,web_connectivity,2023-04-09 19:00:07.921584,AS6146,ECON,confirmed,0.4414,0.0072,113.44,1,1
AZ,web_connectivity,2023-04-09 23:22:33.150630,AS44761,HUMR,ok,0.0115,1.5807,7.67,1,0
RU,web_connectivity,2023-04-10 03:44:58.379675,AS44761,COMM,ok,0.0215,0.8432,225.98,1,0
CN,dns_consistency,2023-04-10 08:07:23.608721,AS23883,NEWS,failure,0.8367,0.4803,274.37,1,1
US,http_header_field_manipulation,2023-04-10 12:29:48.837767,AS49724,NEWS,ok,,0.9191,131.97,1,0
TH,web_connectivity,2023-04-10 16:52:14.066813,AS58842,ECON,ok,0.2622,0.4949,24.67,1,0
VN,web_connectivity,2023-04-10 21:14:39.295859,AS55874,POLR,ok,0.0003,1.3869,173.4,1,0
DE,tcp_connect,2023-04-11 01:37:04.524904,AS2182,NEWS,failure,0.3296,0.5001,339.9,1,0
IR,tcp_connect,2023-04-11 05:59:29.753950,AS4899,POLR,anomaly,0.2647,0.6971,194.11,0,1
US,web_connectivity,2023-04-11 10:21:54.982996,AS58945,REL,ok,0.0087,0.3512,316.28,1,0
DE,web_connectivity,2023-04-11 14:44:20.212042,AS8947,COMM,ok,0.0056,0.235,176.6,1,0
PK,dns_consistency,2023-04-11 19:06:45.441088,AS19111,REL,ok,0.0064,1.6482,82.64,1,0
IN,web_connectivity,2023-04-11 23:29:10.670134,AS33842,COMM,ok,0.1872,0.4336,131.97,1,0
TR,web_connectivity,2023-04-12 03:51:35.899179,AS42135,REL,ok,0.0183,0.8232,162.72,1,0
RU,tcp_connect,2023-04-12 08:14:01.128225,AS22895,POLR,confirmed,0.8374,0.3526,81.36,1,1
RU,web_connectivity,2023-04-12 12:36:26.357271,AS13266,COMM,failure,0.8911,0.3858,1395.58,0,0
DE,tcp_connect,2023-04-12 16:58:51.586317,AS46987,SRCH,ok,0.2242,0.9912,69.32,1,0
TR,http_header_field_manipulation,2023-04-12 21:21:16.815363,AS42135,HUMR,ok,0.1785,0.5425,125.01,1,0
BR,web_connectivity,2023-04-13 01:43:42.044408,AS24775,SRCH,ok,0.0612,0.3764,37.35,1,0
EG,dns_consistency,2023-04-13 06:06:07.273454,AS36237,POLR,ok,0.1836,2.2187,365.38,1,0
RU,http_header_field_manipulation,2023-04-13 10:28:32.502500,AS2182,HUMR,ok,0.2084,1.2725,37.85,1,0
US,web_connectivity,2023-04-13 14:50:57.731546,AS55374,ANON,ok,0.0999,0.3332,45.57,1,0
AZ,web_connectivity,2023-04-13 19:13:22.960592,AS40389,ANON,anomaly,0.7552,0.677,23.75,0,0
DE,dns_consistency,2023-04-13 23:35:48.189637,AS23227,HUMR,ok,0.1238,1.7633,12.23,1,0
US,http_header_field_manipulation,2023-04-14 03:58:13.418683,AS42135,POLR,anomaly,0.9266,0.0969,5.01,0,0
DE,dns_consistency,2023-04-14 08:20:38.647729,AS55874,COMT,ok,0.0264,1.4111,325.36,1,1
IN,web_connectivity,2023-04-14 12:43:03.876775,AS9939,ANON,ok,0.0905,1.3694,98.76,1,0
IR,telegram,2023-04-14 17:05:29.105821,AS55961,COMT,ok,0.0097,1.1997,5.0,1,0
IR,http_header_field_manipulation,2023-04-14 21:27:54.334866,AS55374,ECON,anomaly,,0.9665,192.41,0,1
IR,http_header_field_manipulation,2023-04-15 01:50:19.563912,AS42772,LGBT,anomaly,0.7792,0.0798,91.72,1,0
MM,http_header_field_manipulation,2023-04-15 06:12:44.792958,AS35011,LGBT,anomaly,0.2912,0.3939,45.28,0,1
CN,web_connectivity,2023-04-15 10:35:10.022004,AS23227,SRCH,anomaly,0.843,0.7907,64.92,0,1
TH,vanilla_tor,2023-04-15 14:57:35.251050,AS28647,ECON,ok,0.0182,1.1163,57.29,1,0
MM,web_connectivity,2023-04-15 19:20:00.480096,AS22453,ANON,ok,0.0146,0.6812,27.13,1,0
VN,tcp_connect,2023-04-15 23:42:25.709141,AS29338,ANON,ok,0.0352,2.2883,108.5,1,0
EG,web_connectivity,2023-04-16 04:04:50.938187,AS17131,REL,ok,0.2523,1.1905,100.14,1,0
RU,whatsapp,2023-04-16 08:27:16.167233,AS52615,SRCH,ok,0.044,0.3026,99.29,1,0
BR,http_header_field_manipulation,2023-04-16 12:49:41.396279,AS19698,POLR,ok,0.0657,0.2341,62.94,1,0
TH,dns_consistency,2023-04-16 17:12:06.625325,AS53867,LGBT,ok,0.0612,0.3167,139.82,1,0
RU,telegram,2023-04-16 21:34:31.854370,AS40389,REL,anomaly,0.5282,2.4306,516.48,0,0
TR,telegram,2023-04-17 01:56:57.083416,AS35044,SRCH,ok,0.1789,0.2686,412.04,1,0
RU,web_connectivity,2023-04-17 06:19:22.312462,AS22895,COMT,ok,0.1291,0.3531,697.61,1,0
BR,web_connectivity,2023-04-17 10:41:47.541508,AS29606,COMM,ok,0.17,0.309,59.27,1,0
IR,http_header_field_manipulation,2023-04-17 15:04:12.770554,AS8947,NEWS,confirmed,0.6082,0.1087,10.88,1,0
DE,telegram,2023-04-17 19:26:37.999599,AS50319,NEWS,ok,0.005,0.3627,130.76,1,0
EG,web_connectivity,2023-04-17 23:49:03.228645,AS40389,ECON,ok,0.0577,0.3202,107.71,1,0
IR,web_connectivity,2023-04-18 04:11:28.457691,AS20634,COMM,failure,0.5633,0.4566,2940.46,0,1
PK,http_header_field_manipulation,2023-04-18 08:33:53.686737,AS23227,HUMR,ok,0.0215,1.8226,49.64,1,0
RU,web_connectivity,2023-04-18 12:56:18.915783,AS22453,REL,anomaly,0.8273,1.3704,556.49,1,0
IR,dns_consistency,2023-04-18 17:18:44.144828,AS15631,ECON,anomaly,0.6,0.5939,5.0,0,1
TR,web_connectivity,2023-04-18 21:41:09.373874,AS23227,REL,anomaly,0.5061,1.1859,60.79,0,0
MM,dns_consistency,2023-04-19 02:03:34.602920,AS4099,HUMR,ok,0.2257,0.4275,,1,0
AZ,telegram,2023-04-19 06:25:59.831966,AS25294,REL,ok,0.0728,1.2418,139.81,1,0
CN,dns_consistency,2023-04-19 10:48:25.061012,AS51222,REL,ok,0.0611,0.5483,5.0,1,0
RU,web_connectivity,2023-04-19 15:10:50.290058,AS40389,ECON,confirmed,0.3001,0.9035,46.35,0,0
BY,dns_consistency,2023-04-19 19:33:15.519103,AS15631,SRCH,anomaly,0.744,0.0585,62.04,0,1
NG,web_connectivity,2023-04-19 23:55:40.748149,AS50319,ANON,ok,0.1658,0.1246,632.08,1,0
IR,tcp_connect,2023-04-20 04:18:05.977195,AS13761,ECON,confirmed,0.5234,0.1693,81.7,0,1
BR,dns_consistency,2023-04-20 08:40:31.206241,AS22895,HUMR,ok,0.1358,1.1769,246.58,1,0
AZ,tcp_connect,2023-04-20 13:02:56.435287,AS49724,SRCH,ok,0.1257,0.1568,66.47,0,0
RU,telegram,2023-04-20 17:25:21.664332,AS13761,REL,anomaly,0.5442,0.8862,98.29,0,1
RU,web_connectivity,2023-04-20 21:47:46.893378,AS41369,POLR,ok,0.2831,1.0801,57.16,1,0
CN,vanilla_tor,2023-04-21 02:10:12.122424,AS57909,POLR,confirmed,0.59,0.1607,157.57,0,1
VN,web_connectivity,2023-04-21 06:32:37.351470,AS33842,LGBT,ok,0.2258,0.4875,288.53,1,0
IR,http_header_field_manipulation,2023-04-21 10:55:02.580516,AS44761,ECON,failure,0.8489,0.4096,139.16,0,0
MM,web_connectivity,2023-04-21 15:17:27.809561,AS47656,LGBT,confirmed,0.5997,0.1388,45.79,0,0
PK,web_connectivity,2023-04-21 19:39:53.038607,AS20553,NEWS,ok,0.2532,0.1608,5.0,1,0
BR,http_header_field_manipulation,2023-04-22 00:02:18.267653,AS41085,HUMR,ok,0.1758,0.1858,13.16,1,0
IR,web_connectivity,2023-04-22 04:24:43.496699,AS53867,SRCH,confirmed,0.7073,0.1802,77.61,1,1
FR,web_connectivity,2023-04-22 08:47:08.725745,AS33842,ANON,anomaly,0.3405,0.0181,128.6,0,0
US,web_connectivity,2023-04-22 13:09:33.954790,AS22895,ECON,ok,0.1208,0.7373,27.36,0,0
DE,dns_consistency,2023-04-22 17:31:59.183836,AS52965,LGBT,ok,0.0296,0.8151,319.45,1,1
FR,web_connectivity,2023-04-22 21:54:24.412882,AS58842,ECON,ok,0.0899,1.3133,77.21,1,0
AZ,dns_consistency,2023-04-23 02:16:49.641928,AS10526,REL,ok,0.0512,0.7023,97.96,1,0
DE,http_header_field_manipulation,2023-04-23 06:39:14.870974,AS52615,HUMR,ok,0.0248,0.2221,245.87,1,0
